payment_id,client_id,payment_month,lockbox_amount,payment_method
PAY0000562,ClientC,2025-12,428.19,Wire
PAY0000563,ClientD,2026-03,813.09,Wire
PAY0000564,ClientA,2025-07,1003.01,Wire
PAY0000565,ClientD,2025-03,256.88,Check
PAY0000566,ClientC,2025-03,1747.57,Wire
PAY0000567,ClientA,2025-08,395.52,Check
PAY0000568,ClientC,2025-09,832.49,Wire
PAY0000569,ClientB,2025-06,304.31,Check
PAY0000570,ClientB,2026-03,272.54,Check
PAY0000571,ClientA,2025-02,330.95,ACH
PAY0000572,ClientA,2025-04,592.81,Check
PAY0000573,ClientC,2025-09,160.75,Check
PAY0000574,ClientA,2025-07,302.61,Wire
PAY0000575,ClientD,2025-01,800.28,Wire
PAY0000576,ClientB,2025-04,543.06,ACH
PAY0000577,ClientA,2026-04,324.91,Check
PAY0000578,ClientB,2025-05,667.9,Check
PAY0000579,ClientD,2025-07,279.45,Check
PAY0000580,ClientA,2026-03,606.83,ACH
PAY0000581,ClientA,2025-01,239.86,Check
PAY0000582,ClientC,2025-05,298.85,Wire
PAY0000583,ClientA,2025-10,913.0,Check
PAY0000584,ClientC,2025-11,268.8,Check
PAY0000585,ClientC,2025-11,263.55,Wire
PAY0000586,ClientA,2025-02,425.11,ACH
PAY0000587,ClientD,2026-04,456.07,Check
PAY0000588,ClientA,2026-04,393.96,Wire
PAY0000589,ClientB,2026-04,150.88,ACH
PAY0000590,ClientD,2025-04,639.24,Check
PAY0000591,ClientD,2025-10,403.76,ACH
PAY0000592,ClientA,2025-03,601.3,Wire
PAY0000593,ClientB,2025-10,409.53,Wire
PAY0000594,ClientA,2026-02,464.16,Wire
PAY0000595,ClientB,2026-04,776.96,Wire
PAY0000596,ClientC,2025-08,260.25,ACH
PAY0000597,ClientD,2025-01,374.58,Check
PAY0000598,ClientD,2025-02,425.76,ACH
PAY0000599,ClientA,2026-02,51.32,Wire
PAY0000600,ClientA,2025-09,1190.9,Check
PAY0000601,ClientD,2025-12,324.51,Wire
PAY0000602,ClientB,2026-01,1367.97,Wire
PAY0000603,ClientC,2026-04,477.03,Check
PAY0000604,ClientD,2025-05,152.2,ACH
PAY0000605,ClientD,2025-11,938.99,Wire
PAY0000606,ClientB,2025-06,431.25,Check
PAY0000607,ClientD,2025-11,295.46,Wire
PAY0000608,ClientC,2026-04,686.84,Check
PAY0000609,ClientC,2025-10,789.74,ACH
PAY0000610,ClientB,2026-03,451.99,Wire
PAY0000611,ClientD,2025-09,526.63,Wire
PAY0000612,ClientB,2025-07,464.49,Check
PAY0000613,ClientB,2025-05,539.43,Wire
PAY0000614,ClientB,2026-02,730.97,ACH
PAY0000615,ClientD,2025-12,533.34,Check
PAY0000616,ClientB,2025-01,240.63,Check
PAY0000617,ClientD,2025-12,468.74,Wire
PAY0000618,ClientB,2026-01,446.64,Wire
PAY0000619,ClientB,2025-03,238.76,Check
PAY0000620,ClientD,2025-10,72.83,ACH
PAY0000621,ClientA,2025-05,675.2,ACH
PAY0000622,ClientB,2026-04,273.19,Wire
PAY0000623,ClientB,2025-07,232.38,Wire
PAY0000624,ClientC,2025-05,222.36,Check
PAY0000625,ClientA,2025-10,184.44,Wire
PAY0000626,ClientC,2025-03,428.39,Wire
PAY0000627,ClientB,2026-01,236.67,ACH
PAY0000628,ClientB,2025-11,301.33,ACH
PAY0000629,ClientA,2025-08,1302.33,Wire
PAY0000630,ClientA,2025-09,249.68,Check
PAY0000631,ClientD,2025-02,340.33,ACH
PAY0000632,ClientB,2025-10,1640.56,Wire
PAY0000633,ClientC,2026-01,735.14,Wire
PAY0000634,ClientB,2025-08,453.44,ACH
PAY0000635,ClientA,2025-09,293.93,Check
PAY0000636,ClientB,2025-06,1676.78,Check
PAY0000637,ClientD,2025-04,1627.05,Check
PAY0000638,ClientC,2025-02,1809.83,ACH
PAY0000639,ClientC,2025-12,329.67,Check
PAY0000640,ClientC,2025-08,488.14,Check
PAY0000641,ClientD,2025-05,482.46,Wire
PAY0000642,ClientD,2026-03,653.98,ACH
PAY0000643,ClientC,2025-10,428.1,Check
PAY0000644,ClientA,2025-05,885.18,ACH
PAY0000645,ClientA,2026-02,338.07,ACH
PAY0000646,ClientD,2025-02,79.08,ACH
PAY0000647,ClientD,2025-10,903.73,ACH
PAY0000648,ClientB,2025-09,250.0,ACH
PAY0000649,ClientC,2026-02,124.21,Check
PAY0000650,ClientC,2025-03,379.88,Check
PAY0000651,ClientB,2026-03,682.97,ACH
PAY0000652,ClientA,2025-07,329.97,Wire
PAY0000653,ClientB,2025-05,445.5,ACH
PAY0000654,ClientC,2025-12,505.66,Wire
PAY0000655,ClientA,2025-10,501.45,Wire
PAY0000656,ClientD,2026-02,698.07,ACH
PAY0000657,ClientA,2025-10,819.25,Wire
PAY0000658,ClientA,2026-03,265.49,Wire
PAY0000659,ClientC,2025-09,713.78,Wire
PAY0000660,ClientC,2025-06,295.16,ACH
PAY0000661,ClientC,2026-04,145.48,Check
PAY0000662,ClientC,2026-04,525.75,ACH
PAY0000663,ClientD,2025-04,554.0,Wire
PAY0000664,ClientA,2025-10,789.18,Wire
PAY0000665,ClientC,2026-04,218.7,Wire
PAY0000666,ClientA,2025-01,707.67,Check
PAY0000667,ClientC,2025-05,368.07,ACH
PAY0000668,ClientD,2026-04,245.81,Check
PAY0000669,ClientD,2025-02,746.99,Wire
PAY0000670,ClientA,2026-02,1426.23,ACH
PAY0000671,ClientA,2026-04,600.29,Check
PAY0000672,ClientD,2025-05,28.32,ACH
PAY0000673,ClientB,2025-04,109.2,Wire
PAY0000674,ClientD,2026-04,286.31,ACH
PAY0000675,ClientC,2026-01,786.12,Check
PAY0000676,ClientC,2025-12,739.49,Wire
PAY0000677,ClientD,2025-09,597.02,ACH
PAY0000678,ClientC,2026-04,606.05,Check
PAY0000679,ClientA,2025-12,282.24,ACH
PAY0000680,ClientB,2025-08,458.57,ACH
PAY0000681,ClientA,2025-01,733.98,Check
PAY0000682,ClientA,2025-09,819.18,Wire
PAY0000683,ClientA,2025-02,496.84,Check
PAY0000684,ClientA,2026-02,412.67,Check
PAY0000685,ClientB,2025-03,1076.28,Check
PAY0000686,ClientA,2025-10,686.74,Wire
PAY0000687,ClientB,2025-04,1654.03,ACH
PAY0000688,ClientB,2025-06,272.4,Check
PAY0000689,ClientB,2025-01,185.3,Check
PAY0000690,ClientA,2026-01,622.43,Wire
PAY0000691,ClientC,2025-09,285.61,ACH
PAY0000692,ClientA,2025-07,554.99,Wire
PAY0000693,ClientD,2026-01,281.87,ACH
PAY0000694,ClientA,2026-04,254.66,Wire
PAY0000695,ClientC,2025-09,537.7,Check
PAY0000696,ClientB,2025-06,657.71,Wire
PAY0000697,ClientC,2026-04,519.75,Check
PAY0000698,ClientD,2025-06,649.92,ACH
PAY0000699,ClientA,2025-11,891.51,ACH
PAY0000700,ClientB,2025-09,1003.91,Wire
PAY0000701,ClientD,2026-02,490.9,Check
PAY0000702,ClientD,2025-10,2336.58,Wire
PAY0000703,ClientB,2025-09,725.12,ACH
PAY0000704,ClientA,2025-09,411.4,ACH
PAY0000705,ClientD,2025-09,566.11,Check
PAY0000706,ClientD,2026-03,489.82,Wire
PAY0000707,ClientC,2025-05,377.67,ACH
PAY0000708,ClientA,2025-10,218.73,Check
PAY0000709,ClientD,2026-04,580.95,Wire
PAY0000710,ClientC,2025-01,1621.73,Check
PAY0000711,ClientC,2025-06,312.56,Wire
PAY0000712,ClientA,2026-01,408.43,Check
PAY0000713,ClientD,2025-02,211.11,Wire
PAY0000714,ClientD,2025-05,427.01,Wire
PAY0000715,ClientC,2025-03,512.24,ACH
PAY0000716,ClientC,2025-02,636.12,ACH
PAY0000717,ClientD,2025-11,522.68,Wire
PAY0000718,ClientA,2025-08,850.27,Check
PAY0000719,ClientA,2025-08,348.21,Check
PAY0000720,ClientD,2025-01,182.57,ACH
PAY0000721,ClientB,2025-04,318.82,Check
PAY0000722,ClientD,2025-09,204.27,Check
PAY0000723,ClientB,2025-01,412.11,ACH
PAY0000724,ClientA,2025-07,424.27,ACH
PAY0000725,ClientB,2026-01,298.81,Check
PAY0000726,ClientC,2026-03,327.94,ACH
PAY0000727,ClientA,2025-06,744.54,Wire
PAY0000728,ClientB,2025-05,185.58,ACH
PAY0000729,ClientC,2026-03,281.57,ACH
PAY0000730,ClientD,2026-02,409.71,Check
PAY0000731,ClientA,2025-04,480.74,ACH
PAY0000732,ClientC,2025-09,672.7,Wire
PAY0000733,ClientB,2025-08,594.48,Check
PAY0000734,ClientC,2026-02,214.89,Check
PAY0000735,ClientB,2025-03,1266.39,Wire
PAY0000736,ClientA,2025-07,480.44,Check
PAY0000737,ClientA,2025-07,866.81,ACH
PAY0000738,ClientA,2025-06,84.65,Wire
PAY0000739,ClientB,2025-03,173.43,Wire
PAY0000740,ClientC,2026-04,1044.35,Check
PAY0000741,ClientD,2025-02,469.35,Check
PAY0000742,ClientD,2025-11,868.72,ACH
PAY0000743,ClientB,2025-08,754.3,Check
PAY0000744,ClientA,2025-11,481.07,Check
PAY0000745,ClientD,2025-05,314.08,ACH
PAY0000746,ClientC,2026-03,415.42,Check
PAY0000747,ClientB,2025-10,1466.3,Check
PAY0000748,ClientB,2025-11,316.96,Wire
PAY0000749,ClientB,2025-02,774.29,ACH
PAY0000750,ClientB,2025-09,383.11,Wire
PAY0000751,ClientC,2026-04,712.11,Check
PAY0000752,ClientC,2026-04,194.98,Check
PAY0000753,ClientB,2025-01,131.05,ACH
PAY0000754,ClientC,2026-04,480.23,Wire
PAY0000755,ClientD,2025-12,579.53,ACH
PAY0000756,ClientD,2025-05,427.89,Wire
PAY0000757,ClientA,2025-09,1002.24,Check
PAY0000758,ClientC,2025-12,277.52,Wire
PAY0000759,ClientB,2025-08,254.47,Check
PAY0000760,ClientA,2025-07,1165.03,ACH
PAY0000761,ClientA,2025-11,911.17,Check
PAY0000762,ClientB,2025-03,261.82,Wire
PAY0000763,ClientB,2026-03,1022.07,Check
PAY0000764,ClientC,2025-08,409.99,Wire
PAY0000765,ClientB,2025-10,549.22,Wire
PAY0000766,ClientD,2025-10,571.04,Wire
PAY0000767,ClientD,2025-06,355.2,Wire
PAY0000768,ClientA,2025-03,373.55,ACH
PAY0000769,ClientC,2025-12,676.93,Wire
PAY0000770,ClientC,2026-01,1270.93,ACH
PAY0000771,ClientB,2025-12,567.92,ACH
PAY0000772,ClientD,2025-06,220.64,Wire
PAY0000773,ClientC,2025-10,224.61,Check
PAY0000774,ClientA,2025-12,327.11,ACH
PAY0000775,ClientA,2025-12,512.16,Check
PAY0000776,ClientD,2025-08,1736.09,ACH
PAY0000777,ClientA,2025-04,559.78,Wire
PAY0000778,ClientC,2025-05,129.53,Wire
PAY0000779,ClientD,2025-08,517.2,ACH
PAY0000780,ClientD,2025-09,1539.06,ACH
PAY0000781,ClientA,2025-11,374.69,ACH
PAY0000782,ClientD,2025-08,243.69,ACH
PAY0000783,ClientC,2025-04,364.33,Check
PAY0000784,ClientA,2025-06,1431.42,ACH
PAY0000785,ClientD,2025-08,406.75,ACH
PAY0000786,ClientB,2025-01,636.43,Wire
PAY0000787,ClientB,2025-05,1037.05,Wire
PAY0000788,ClientC,2025-02,329.78,Wire
PAY0000789,ClientB,2026-02,706.06,Check
PAY0000790,ClientC,2026-02,538.24,ACH
PAY0000791,ClientD,2025-04,322.03,Check
PAY0000792,ClientB,2025-11,146.9,ACH
PAY0000793,ClientA,2025-06,671.56,ACH
PAY0000794,ClientD,2025-01,651.1,Wire
PAY0000795,ClientC,2025-01,1213.96,Check
PAY0000796,ClientC,2026-04,419.04,Check
PAY0000797,ClientB,2025-04,428.3,ACH
PAY0000798,ClientB,2025-03,332.04,Check
PAY0000799,ClientD,2026-03,646.88,ACH
PAY0000800,ClientB,2025-11,112.11,Check
PAY0000801,ClientC,2025-04,355.47,ACH
PAY0000802,ClientC,2026-01,526.06,Wire
PAY0000803,ClientC,2026-04,752.34,ACH
PAY0000804,ClientB,2026-02,188.57,Wire
PAY0000805,ClientD,2025-04,88.43,Wire
PAY0000806,ClientA,2025-03,580.72,Wire
PAY0000807,ClientD,2025-04,1080.03,Wire
PAY0000808,ClientC,2026-01,601.96,Check
PAY0000809,ClientD,2025-03,673.23,ACH
PAY0000810,ClientA,2026-02,253.32,Wire
PAY0000811,ClientD,2025-11,228.24,ACH
PAY0000812,ClientC,2025-03,500.01,Wire
PAY0000813,ClientB,2025-03,319.07,Wire
PAY0000814,ClientC,2025-07,1887.82,Check
PAY0000815,ClientA,2025-02,409.63,Check
PAY0000816,ClientB,2025-01,680.24,ACH
PAY0000817,ClientD,2025-07,425.84,Check
PAY0000818,ClientB,2025-11,303.24,ACH
PAY0000819,ClientD,2025-04,578.51,Check
PAY0000820,ClientC,2025-10,1204.01,ACH
PAY0000821,ClientB,2026-04,415.05,Check
PAY0000822,ClientD,2025-07,583.61,Check
PAY0000823,ClientB,2026-02,30.69,ACH
PAY0000824,ClientA,2025-11,679.33,Wire
PAY0000825,ClientA,2025-08,378.1,ACH
PAY0000826,ClientC,2025-06,237.5,Check
PAY0000827,ClientA,2025-07,232.25,Check
PAY0000828,ClientA,2026-02,1268.01,ACH
PAY0000829,ClientA,2025-07,545.98,Wire
PAY0000830,ClientA,2025-04,471.81,ACH
PAY0000831,ClientA,2025-11,1300.31,Check
PAY0000832,ClientA,2026-03,262.28,Check
PAY0000833,ClientD,2025-07,763.9,ACH
PAY0000834,ClientD,2026-01,816.33,Wire
PAY0000835,ClientB,2025-10,179.82,Wire
PAY0000836,ClientC,2025-04,444.98,Wire
PAY0000837,ClientB,2025-02,412.7,Wire
PAY0000838,ClientC,2025-04,351.43,Wire
PAY0000839,ClientC,2025-12,176.65,Wire
PAY0000840,ClientD,2026-02,308.38,Wire
PAY0000841,ClientA,2025-06,171.89,Wire
PAY0000842,ClientA,2025-07,214.33,Wire
PAY0000843,ClientA,2025-09,722.83,ACH
PAY0000844,ClientC,2026-03,211.49,Wire
PAY0000845,ClientA,2025-07,440.59,ACH
PAY0000846,ClientA,2025-03,1451.85,Wire
PAY0000847,ClientD,2025-02,519.56,Check
PAY0000848,ClientD,2026-01,364.94,ACH
PAY0000849,ClientB,2025-01,23.36,ACH
PAY0000850,ClientA,2025-02,104.23,Check
PAY0000851,ClientC,2025-06,365.2,ACH
PAY0000852,ClientC,2025-11,266.37,Wire
PAY0000853,ClientA,2025-07,610.12,ACH
PAY0000854,ClientC,2025-09,464.25,Check
PAY0000855,ClientB,2025-05,110.52,Check
PAY0000856,ClientB,2025-07,410.24,Wire
PAY0000857,ClientC,2025-10,446.25,ACH
PAY0000858,ClientD,2025-12,1229.93,Wire
PAY0000859,ClientA,2026-03,508.59,Wire
PAY0000860,ClientD,2025-06,555.1,Wire
PAY0000861,ClientC,2026-02,559.75,ACH
PAY0000862,ClientD,2025-12,940.93,ACH
PAY0000863,ClientD,2025-09,2146.08,Wire
PAY0000864,ClientA,2026-02,608.7,Wire
PAY0000865,ClientA,2025-03,195.89,Check
PAY0000866,ClientC,2025-04,268.97,Wire
PAY0000867,ClientC,2025-08,332.47,Check
PAY0000868,ClientC,2025-09,554.78,Check
PAY0000869,ClientD,2025-01,82.41,Wire
PAY0000870,ClientA,2025-07,821.39,Check
PAY0000871,ClientD,2025-11,18.93,Wire
PAY0000872,ClientC,2025-12,1145.46,Check
PAY0000873,ClientA,2025-11,523.38,Wire
PAY0000874,ClientC,2025-11,365.65,Wire
PAY0000875,ClientD,2025-08,1239.77,Check
PAY0000876,ClientC,2025-04,332.28,Wire
PAY0000877,ClientB,2025-06,487.39,Check
PAY0000878,ClientA,2025-09,184.31,Check
PAY0000879,ClientA,2025-04,241.65,ACH
PAY0000880,ClientD,2025-08,1964.2,Check
PAY0000881,ClientD,2026-01,603.69,Check
PAY0000882,ClientC,2025-10,443.06,ACH
PAY0000883,ClientD,2026-01,474.72,ACH
PAY0000884,ClientB,2025-12,687.91,Check
PAY0000885,ClientD,2025-03,183.19,Wire
PAY0000886,ClientA,2025-11,135.43,Wire
PAY0000887,ClientD,2025-03,17.45,ACH
PAY0000888,ClientB,2025-10,887.38,ACH
PAY0000889,ClientC,2025-06,243.56,Check
PAY0000890,ClientD,2025-12,334.14,Check
PAY0000891,ClientA,2025-11,828.75,Wire
PAY0000892,ClientC,2025-02,1380.45,Wire
PAY0000893,ClientD,2025-11,768.31,Check
PAY0000894,ClientA,2025-02,671.72,Wire
PAY0000895,ClientC,2025-04,721.06,Check
PAY0000896,ClientB,2025-05,718.77,ACH
PAY0000897,ClientD,2025-04,299.34,Wire
PAY0000898,ClientC,2025-06,524.63,ACH
PAY0000899,ClientD,2025-11,395.39,Wire
PAY0000900,ClientA,2025-11,255.96,Check
PAY0000901,ClientD,2025-06,1014.27,ACH
PAY0000902,ClientC,2026-03,161.73,Check
PAY0000903,ClientD,2025-04,447.04,Wire
PAY0000904,ClientB,2025-07,211.05,Check
PAY0000905,ClientD,2025-12,39.21,Check
PAY0000906,ClientD,2026-01,1163.11,ACH
PAY0000907,ClientB,2026-04,1675.43,ACH
PAY0000908,ClientD,2025-12,1008.84,Wire
PAY0000909,ClientA,2025-08,165.86,Check
PAY0000910,ClientA,2025-04,1259.12,ACH
PAY0000911,ClientB,2025-07,143.14,Check
PAY0000912,ClientB,2025-01,1816.16,Wire
PAY0000913,ClientA,2026-03,274.45,ACH
PAY0000914,ClientC,2025-12,737.34,Check
PAY0000915,ClientB,2025-02,120.96,ACH
PAY0000916,ClientD,2025-04,872.45,Wire
PAY0000917,ClientC,2026-02,464.58,Wire
PAY0000918,ClientC,2025-10,578.06,Check
PAY0000919,ClientC,2026-02,537.58,Check
PAY0000920,ClientA,2025-07,349.45,ACH
PAY0000921,ClientD,2025-12,151.71,ACH
PAY0000922,ClientA,2026-01,829.5,ACH
PAY0000923,ClientC,2025-11,1078.22,Wire
PAY0000924,ClientC,2025-05,1182.79,Wire
PAY0000925,ClientA,2025-10,485.36,Wire
PAY0000926,ClientD,2026-04,624.79,Check
PAY0000927,ClientC,2026-02,702.38,ACH
PAY0000928,ClientD,2026-03,300.19,Check
PAY0000929,ClientA,2025-01,661.15,Wire
PAY0000930,ClientA,2025-03,138.39,Wire
PAY0000931,ClientC,2025-07,892.0,Wire
PAY0000932,ClientD,2026-04,230.42,Check
PAY0000933,ClientB,2025-04,531.33,Wire
PAY0000934,ClientD,2026-03,80.27,ACH
PAY0000935,ClientD,2025-08,1058.25,ACH
PAY0000936,ClientD,2025-02,999.5,Wire
PAY0000937,ClientA,2026-03,617.19,Wire
PAY0000938,ClientD,2025-08,253.55,Wire
PAY0000939,ClientC,2025-06,375.87,ACH
PAY0000940,ClientD,2025-05,118.4,Check
PAY0000941,ClientA,2025-04,333.52,Wire
PAY0000942,ClientC,2025-10,185.89,ACH
PAY0000943,ClientB,2025-01,514.68,Check
PAY0000944,ClientC,2025-01,308.6,Wire
PAY0000945,ClientC,2025-08,731.09,Wire
PAY0000946,ClientC,2025-03,1284.05,Check
PAY0000947,ClientD,2025-12,347.93,Wire
PAY0000948,ClientB,2026-02,421.59,ACH
PAY0000949,ClientD,2025-06,319.65,Check
PAY0000950,ClientA,2025-07,313.87,ACH
PAY0000951,ClientC,2025-08,675.51,Wire
PAY0000952,ClientA,2026-03,250.42,Check
PAY0000953,ClientC,2025-12,356.35,ACH
PAY0000954,ClientB,2025-01,317.21,ACH
PAY0000955,ClientA,2025-11,407.16,Wire
PAY0000956,ClientB,2025-06,375.93,ACH
PAY0000957,ClientB,2025-04,324.33,ACH
PAY0000958,ClientA,2025-04,1206.86,Wire
PAY0000959,ClientD,2025-06,686.23,ACH
PAY0000960,ClientC,2025-05,562.84,Wire
PAY0000961,ClientB,2025-11,802.81,ACH
PAY0000962,ClientC,2025-11,246.7,Check
PAY0000963,ClientD,2025-01,362.39,ACH
PAY0000964,ClientD,2025-10,292.76,Wire
PAY0000965,ClientA,2025-06,312.33,ACH
PAY0000966,ClientD,2025-09,410.66,ACH
PAY0000967,ClientA,2025-04,805.65,Check
PAY0000968,ClientA,2026-04,284.94,ACH
PAY0000969,ClientA,2025-06,1268.56,Wire
PAY0000970,ClientC,2025-10,854.5,ACH
PAY0000971,ClientB,2025-06,456.17,Check
PAY0000972,ClientA,2025-08,193.12,ACH
PAY0000973,ClientA,2025-12,640.99,Wire
PAY0000974,ClientB,2025-05,88.85,Check
PAY0000975,ClientC,2025-02,597.02,Check
PAY0000976,ClientD,2026-03,924.04,Wire
PAY0000977,ClientA,2025-07,292.18,Check
PAY0000978,ClientD,2025-08,346.35,Check
PAY0000979,ClientC,2025-04,230.69,Check
PAY0000980,ClientB,2025-10,311.36,ACH
PAY0000981,ClientD,2025-02,1103.75,ACH
PAY0000982,ClientC,2025-05,498.79,Wire
PAY0000983,ClientA,2025-09,803.29,ACH
PAY0000984,ClientB,2025-10,1126.45,ACH
PAY0000985,ClientD,2025-07,564.57,Wire
PAY0000986,ClientA,2025-02,644.2,ACH
PAY0000987,ClientA,2025-03,81.16,ACH
PAY0000988,ClientD,2025-05,685.5,Wire
PAY0000989,ClientC,2026-01,204.91,Wire
PAY0000990,ClientD,2025-09,958.41,Wire
PAY0000991,ClientD,2026-01,761.4,Check
PAY0000992,ClientC,2025-09,164.94,Wire
PAY0000993,ClientC,2025-06,52.15,Wire
PAY0000994,ClientD,2025-04,824.62,Wire
PAY0000995,ClientC,2026-03,811.57,ACH
PAY0000996,ClientD,2025-01,272.98,Check
PAY0000997,ClientA,2025-11,591.97,ACH
PAY0000998,ClientB,2025-12,865.57,Wire
PAY0000999,ClientD,2025-04,642.35,Wire
PAY0001000,ClientB,2026-01,316.32,Check
PAY0001001,ClientD,2026-03,53.81,ACH
PAY0001002,ClientA,2025-04,86.34,Check
PAY0001003,ClientB,2025-02,858.96,Check
PAY0001004,ClientC,2025-03,95.39,Check
PAY0001005,ClientA,2025-05,1251.73,ACH
PAY0001006,ClientD,2026-03,72.22,ACH
PAY0001007,ClientD,2025-02,1358.39,Wire
PAY0001008,ClientD,2026-04,815.38,Check
PAY0001009,ClientB,2025-04,813.21,Check
PAY0001010,ClientD,2025-10,935.03,ACH
PAY0001011,ClientB,2025-04,700.27,Wire
PAY0001012,ClientC,2025-03,433.43,Check
PAY0001013,ClientC,2025-11,121.73,ACH
PAY0001014,ClientD,2025-10,189.54,Check
PAY0001015,ClientD,2026-04,400.04,ACH
PAY0001016,ClientC,2025-05,1228.54,Wire
PAY0001017,ClientD,2025-10,250.99,Wire
PAY0001018,ClientC,2025-02,346.38,Check
PAY0001019,ClientD,2025-12,378.66,Check
PAY0001020,ClientB,2025-09,607.68,Check
PAY0001021,ClientB,2025-04,555.12,Wire
PAY0001022,ClientA,2026-01,261.98,Wire
PAY0001023,ClientD,2025-06,535.82,ACH
PAY0001024,ClientD,2025-12,801.78,ACH
PAY0001025,ClientB,2025-11,604.75,Wire
PAY0001026,ClientD,2025-09,94.05,ACH
PAY0001027,ClientA,2025-07,193.4,ACH
PAY0001028,ClientD,2026-01,714.27,Check
PAY0001029,ClientD,2025-02,859.24,ACH
PAY0001030,ClientB,2025-05,550.35,Check
PAY0001031,ClientC,2025-03,261.27,Wire
PAY0001032,ClientB,2025-08,88.75,Wire
PAY0001033,ClientD,2026-02,178.73,Check
PAY0001034,ClientA,2025-03,175.43,ACH
PAY0001035,ClientD,2025-09,513.68,Wire
PAY0001036,ClientD,2026-04,372.45,Check
PAY0001037,ClientD,2025-07,635.39,Wire
PAY0001038,ClientB,2025-12,347.68,ACH
PAY0001039,ClientB,2026-01,1672.77,Wire
PAY0001040,ClientA,2025-10,514.43,Check
PAY0001041,ClientC,2026-02,1507.63,Check
PAY0001042,ClientD,2026-01,569.65,Check
PAY0001043,ClientC,2025-07,18.43,Wire
PAY0001044,ClientD,2025-11,310.95,Check
PAY0001045,ClientC,2025-12,495.45,Check
PAY0001046,ClientD,2026-03,932.23,Wire
PAY0001047,ClientD,2026-01,846.67,Check
PAY0001048,ClientD,2025-04,227.52,ACH
PAY0001049,ClientA,2025-03,1168.13,ACH
PAY0001050,ClientB,2025-08,854.39,Check
PAY0001051,ClientC,2025-03,355.36,Check
PAY0001052,ClientA,2026-04,233.76,ACH
PAY0001053,ClientA,2025-08,106.05,Wire
PAY0001054,ClientD,2025-08,65.77,ACH
PAY0001055,ClientB,2025-03,869.39,ACH
PAY0001056,ClientD,2025-05,418.81,Check
PAY0001057,ClientC,2025-10,397.03,Check
PAY0001058,ClientB,2026-03,465.04,Check
PAY0001059,ClientC,2025-08,185.22,Wire
PAY0001060,ClientA,2025-08,1280.02,Check
PAY0001061,ClientA,2025-08,678.04,Wire
PAY0001062,ClientB,2025-10,706.34,ACH
PAY0001063,ClientA,2025-06,140.56,Check
PAY0001064,ClientC,2026-03,444.9,Check
PAY0001065,ClientD,2025-06,121.95,Wire
PAY0001066,ClientB,2026-03,628.19,ACH
PAY0001067,ClientB,2025-09,925.11,Wire
PAY0001068,ClientD,2025-11,247.08,ACH
PAY0001069,ClientD,2025-02,387.11,ACH
PAY0001070,ClientB,2025-03,217.87,Check
PAY0001071,ClientC,2025-06,1248.34,Check
PAY0001072,ClientB,2025-06,158.07,Check
PAY0001073,ClientD,2025-10,443.32,ACH
PAY0001074,ClientC,2025-02,292.0,Check
PAY0001075,ClientB,2025-07,662.42,Check
PAY0001076,ClientC,2025-05,305.51,Wire
PAY0001077,ClientC,2025-04,439.75,ACH
PAY0001078,ClientA,2025-09,545.89,Check
PAY0001079,ClientB,2025-01,242.54,ACH
PAY0001080,ClientA,2025-09,233.12,Wire
PAY0001081,ClientD,2026-03,115.96,ACH
PAY0001082,ClientA,2025-10,272.64,Check
PAY0001083,ClientC,2025-09,523.06,Wire
PAY0001084,ClientD,2025-11,550.66,Wire
PAY0001085,ClientD,2025-09,62.11,ACH
PAY0001086,ClientD,2025-03,606.75,Check
PAY0001087,ClientA,2025-07,215.5,ACH
PAY0001088,ClientA,2026-03,224.73,Wire
PAY0001089,ClientD,2026-02,524.31,Check
PAY0001090,ClientC,2026-04,892.22,Wire
PAY0001091,ClientB,2025-05,564.26,Wire
PAY0001092,ClientD,2026-04,327.2,Check
PAY0001093,ClientC,2026-04,154.47,Wire
PAY0001094,ClientB,2025-08,1181.64,Check
PAY0001095,ClientA,2025-03,193.28,ACH
PAY0001096,ClientB,2026-02,151.99,Check
PAY0001097,ClientB,2025-10,1416.88,Wire
PAY0001098,ClientB,2025-10,928.85,ACH
PAY0001099,ClientB,2025-10,96.73,Wire
PAY0001100,ClientB,2026-03,207.0,Wire
PAY0001101,ClientB,2025-01,489.92,Wire
PAY0001102,ClientB,2025-12,557.11,Check
PAY0001103,ClientB,2025-07,505.2,Wire
PAY0001104,ClientD,2025-09,1058.29,ACH
PAY0001105,ClientB,2025-02,202.32,Wire
PAY0001106,ClientA,2026-01,668.92,Check
PAY0001107,ClientA,2026-02,318.34,Check
PAY0001108,ClientB,2025-09,954.66,Check
PAY0001109,ClientC,2025-06,586.96,Wire
PAY0001110,ClientB,2025-06,210.4,ACH
PAY0001111,ClientA,2025-10,315.35,Wire
PAY0001112,ClientC,2025-07,446.53,Check
PAY0001113,ClientD,2025-12,508.36,ACH
PAY0001114,ClientB,2026-01,229.84,Check
PAY0001115,ClientD,2025-04,628.68,Check
PAY0001116,ClientD,2025-05,540.68,ACH
PAY0001117,ClientB,2025-06,1073.83,Check
PAY0001118,ClientD,2025-11,724.7,Check
PAY0001119,ClientC,2025-08,405.99,Check
PAY0001120,ClientA,2026-03,995.66,ACH
PAY0001121,ClientD,2026-03,99.53,ACH
PAY0001122,ClientA,2025-07,451.44,Wire
PAY0001123,ClientC,2026-01,969.73,Check
PAY0001124,ClientB,2025-02,192.18,Check
PAY0001125,ClientC,2025-05,331.11,Wire
